user_id,registration_date,investor_type,nationality,age_bracket,device_type,acquisition_channel,kyc_status
USR01034,2024-10-08,First-time,Pakistani Expat,26-32,Mobile,Direct,Pending
USR01035,2025-02-13,Returning,Indian Expat,33-40,Mobile,Referral,Pending
USR01036,2024-10-27,First-time,Saudi,26-32,Desktop,Paid Social,Verified
USR01037,2024-11-07,Returning,Saudi,41-50,Tablet,Organic Search,Verified
USR01038,2024-12-11,First-time,Indian Expat,51+,Desktop,Referral,Verified
USR01039,2024-10-09,Returning,Indian Expat,33-40,Mobile,Organic Search,Verified
USR01040,2024-11-10,First-time,Filipino Expat,33-40,Mobile,Direct,Verified
USR01041,2025-02-17,Returning,British Expat,26-32,Mobile,Direct,Verified
USR01042,2024-10-15,First-time,Emirati,33-40,Tablet,Direct,Verified
USR01043,2025-03-13,Returning,Pakistani Expat,33-40,Mobile,App Store,Verified
USR01044,2025-03-04,Returning,Indian Expat,51+,Mobile,Email Campaign,Pending
USR01045,2025-03-16,Returning,Saudi,41-50,Desktop,Organic Search,Verified
USR01046,2024-12-17,First-time,Indian Expat,26-32,Mobile,Paid Social,Verified
USR01047,2024-11-04,Returning,Filipino Expat,51+,Desktop,Organic Search,Verified
USR01048,2024-11-04,Returning,Saudi,41-50,Mobile,Paid Social,Verified
USR01049,2024-10-08,First-time,Emirati,33-40,Mobile,Organic Search,Pending
USR01050,2025-01-26,Returning,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR01051,2025-03-11,First-time,Saudi,26-32,Mobile,Organic Search,Pending
USR01052,2025-02-11,First-time,Pakistani Expat,41-50,Mobile,Email Campaign,Pending
USR01053,2024-10-15,Returning,British Expat,33-40,Tablet,Direct,Verified
USR01054,2024-11-11,First-time,Indian Expat,26-32,Desktop,Direct,Not Started
USR01055,2025-02-05,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR01056,2025-01-27,Returning,Other,33-40,Desktop,Paid Social,Verified
USR01057,2025-01-24,First-time,Indian Expat,33-40,Tablet,Referral,Verified
USR01058,2025-01-27,Returning,Emirati,26-32,Mobile,Organic Search,Verified
USR01059,2025-02-05,Returning,Emirati,41-50,Mobile,Referral,Verified
USR01060,2025-03-21,First-time,Pakistani Expat,41-50,Tablet,Referral,Pending
USR01061,2025-01-28,Returning,Saudi,41-50,Mobile,Paid Social,Verified
USR01062,2025-01-24,First-time,Emirati,41-50,Desktop,Paid Social,Verified
USR01063,2025-01-05,Returning,Saudi,26-32,Mobile,Referral,Not Started
USR01064,2024-12-31,Returning,Emirati,33-40,Mobile,Organic Search,Pending
USR01065,2025-01-31,Returning,Emirati,33-40,Mobile,Organic Search,Verified
USR01066,2025-01-01,First-time,Emirati,18-25,Desktop,Referral,Not Started
USR01067,2025-02-08,First-time,Pakistani Expat,26-32,Desktop,Email Campaign,Verified
USR01068,2025-03-24,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR01069,2025-02-20,First-time,British Expat,51+,Desktop,Organic Search,Verified
USR01070,2025-02-02,First-time,Indian Expat,33-40,Tablet,Paid Social,Pending
USR01071,2024-10-06,First-time,Indian Expat,26-32,Mobile,Referral,Not Started
USR01072,2025-01-07,First-time,Emirati,33-40,Mobile,Email Campaign,Verified
USR01073,2025-01-07,First-time,Filipino Expat,33-40,Desktop,Paid Social,Verified
USR01074,2025-03-27,Returning,Indian Expat,26-32,Tablet,Paid Social,Not Started
USR01075,2025-03-13,First-time,Emirati,41-50,Mobile,Organic Search,Pending
USR01076,2025-03-04,First-time,British Expat,18-25,Desktop,Direct,Verified
USR01077,2024-10-29,First-time,Indian Expat,26-32,Desktop,Organic Search,Verified
USR01078,2025-01-31,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR01079,2024-11-05,Returning,Saudi,26-32,Mobile,Paid Social,Verified
USR01080,2025-03-27,First-time,Emirati,26-32,Desktop,Paid Social,Verified
USR01081,2024-10-07,First-time,Filipino Expat,26-32,Mobile,Organic Search,Pending
USR01082,2024-11-01,First-time,Indian Expat,51+,Mobile,Organic Search,Pending
USR01083,2025-03-21,First-time,Indian Expat,33-40,Desktop,Paid Social,Pending
USR01084,2025-01-08,Returning,Other,18-25,Desktop,Organic Search,Verified
USR01085,2025-01-30,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR01086,2024-10-09,Returning,Saudi,26-32,Mobile,Organic Search,Verified
USR01087,2025-03-01,First-time,Emirati,41-50,Desktop,Email Campaign,Pending
USR01088,2025-01-15,Returning,Emirati,51+,Desktop,App Store,Verified
USR01089,2024-12-01,First-time,Emirati,18-25,Desktop,App Store,Verified
USR01090,2025-03-12,First-time,Saudi,33-40,Mobile,Paid Social,Verified
USR01091,2025-03-06,Returning,Emirati,26-32,Mobile,Referral,Verified
USR01092,2025-03-23,First-time,Indian Expat,41-50,Tablet,Direct,Verified
USR01093,2024-11-07,Returning,Other,41-50,Mobile,Email Campaign,Verified
USR01094,2024-10-30,Returning,Indian Expat,26-32,Desktop,Referral,Verified
USR01095,2025-02-10,Returning,Pakistani Expat,26-32,Desktop,Referral,Verified
USR01096,2024-12-30,Returning,Indian Expat,26-32,Mobile,Direct,Verified
USR01097,2024-12-31,First-time,Filipino Expat,33-40,Mobile,Direct,Pending
USR01098,2025-03-01,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01099,2024-12-27,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR01100,2024-11-19,Returning,Emirati,51+,Desktop,Referral,Verified
USR01101,2024-11-18,Returning,Saudi,33-40,Tablet,Paid Social,Verified
USR01102,2025-02-07,Returning,British Expat,26-32,Tablet,Paid Social,Verified
USR01103,2025-02-22,First-time,Emirati,41-50,Desktop,Direct,Not Started
USR01104,2024-12-06,First-time,Indian Expat,33-40,Tablet,Paid Social,Verified
USR01105,2025-03-08,Returning,British Expat,18-25,Mobile,Direct,Pending
USR01106,2024-12-05,Returning,Emirati,51+,Mobile,Organic Search,Pending
USR01107,2024-11-17,First-time,Saudi,33-40,Mobile,Organic Search,Verified
USR01108,2024-11-21,Returning,Saudi,26-32,Mobile,Direct,Verified
USR01109,2025-03-13,First-time,British Expat,26-32,Mobile,Referral,Pending
USR01110,2024-12-24,First-time,Saudi,41-50,Desktop,Organic Search,Verified
USR01111,2024-12-23,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR01112,2025-01-21,Returning,Indian Expat,26-32,Tablet,Direct,Verified
USR01113,2025-01-01,First-time,Indian Expat,18-25,Desktop,Paid Social,Pending
USR01114,2025-01-20,First-time,Indian Expat,33-40,Tablet,Organic Search,Not Started
USR01115,2025-01-21,Returning,Filipino Expat,41-50,Mobile,Paid Social,Verified
USR01116,2025-02-16,First-time,Saudi,41-50,Tablet,App Store,Verified
USR01117,2025-03-01,First-time,Other,26-32,Mobile,Organic Search,Pending
USR01118,2025-03-11,Returning,Emirati,41-50,Desktop,Organic Search,Verified
USR01119,2025-03-15,First-time,British Expat,18-25,Mobile,Referral,Verified
USR01120,2024-12-05,First-time,Saudi,33-40,Mobile,Organic Search,Not Started
USR01121,2025-01-16,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR01122,2025-03-10,First-time,Indian Expat,26-32,Tablet,Direct,Verified
USR01123,2025-02-15,Returning,Pakistani Expat,33-40,Mobile,Organic Search,Verified
USR01124,2025-02-26,First-time,British Expat,26-32,Desktop,App Store,Verified
USR01125,2024-12-06,First-time,Saudi,33-40,Desktop,Organic Search,Pending
USR01126,2024-11-09,First-time,Saudi,33-40,Desktop,Referral,Verified
USR01127,2025-01-19,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR01128,2024-11-21,First-time,Emirati,18-25,Tablet,App Store,Verified
USR01129,2025-03-27,First-time,Filipino Expat,33-40,Mobile,Paid Social,Verified
USR01130,2024-12-27,First-time,Saudi,26-32,Desktop,Direct,Verified
USR01131,2024-10-21,Returning,Pakistani Expat,41-50,Mobile,Referral,Verified
USR01132,2025-02-20,First-time,Indian Expat,26-32,Mobile,Paid Social,Verified
USR01133,2024-11-09,First-time,Other,33-40,Mobile,Referral,Pending
USR01134,2025-01-06,Returning,British Expat,51+,Mobile,Paid Social,Not Started
USR01135,2024-11-22,First-time,Filipino Expat,33-40,Mobile,App Store,Verified
USR01136,2025-03-08,First-time,Emirati,41-50,Desktop,Organic Search,Verified
USR01137,2025-03-12,First-time,Filipino Expat,33-40,Mobile,Paid Social,Verified
USR01138,2024-12-17,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR01139,2025-02-10,Returning,Pakistani Expat,26-32,Mobile,Organic Search,Verified
USR01140,2024-11-28,Returning,Saudi,41-50,Mobile,Paid Social,Verified
USR01141,2025-02-18,First-time,Saudi,41-50,Mobile,Organic Search,Verified
USR01142,2025-03-04,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR01143,2025-01-05,Returning,Filipino Expat,41-50,Tablet,Organic Search,Pending
USR01144,2025-03-17,First-time,Saudi,51+,Tablet,Organic Search,Not Started
USR01145,2024-11-14,Returning,British Expat,26-32,Desktop,Paid Social,Verified
USR01146,2025-01-25,Returning,Filipino Expat,33-40,Mobile,Direct,Verified
USR01147,2025-01-26,First-time,Indian Expat,26-32,Mobile,Paid Social,Pending
USR01148,2024-12-15,Returning,Indian Expat,33-40,Mobile,Direct,Verified
USR01149,2024-11-23,First-time,Saudi,51+,Tablet,Organic Search,Verified
USR01150,2024-12-03,First-time,British Expat,26-32,Mobile,Direct,Verified
USR01151,2025-01-23,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR01152,2024-11-01,First-time,Other,51+,Mobile,Organic Search,Not Started
USR01153,2025-01-08,First-time,Saudi,26-32,Mobile,Referral,Not Started
USR01154,2024-12-07,Returning,British Expat,18-25,Desktop,Referral,Pending
USR01155,2024-10-16,Returning,Other,26-32,Mobile,Organic Search,Verified
USR01156,2025-03-15,First-time,Filipino Expat,18-25,Desktop,Organic Search,Verified
USR01157,2025-02-08,Returning,Saudi,41-50,Tablet,Email Campaign,Verified
USR01158,2025-02-17,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR01159,2025-02-28,First-time,Emirati,41-50,Desktop,Organic Search,Not Started
USR01160,2024-10-23,First-time,Pakistani Expat,41-50,Mobile,Referral,Not Started
USR01161,2025-03-01,First-time,British Expat,26-32,Mobile,Referral,Not Started
USR01162,2025-02-06,First-time,British Expat,33-40,Mobile,Organic Search,Verified
USR01163,2025-03-15,First-time,Pakistani Expat,26-32,Desktop,Organic Search,Pending
USR01164,2025-02-08,Returning,Other,26-32,Desktop,Organic Search,Verified
USR01165,2025-02-22,First-time,Indian Expat,51+,Mobile,Email Campaign,Verified
USR01166,2025-01-25,First-time,Pakistani Expat,18-25,Mobile,App Store,Verified
USR01167,2024-10-23,First-time,Indian Expat,26-32,Mobile,Paid Social,Pending
USR01168,2024-12-23,Returning,Filipino Expat,26-32,Mobile,Paid Social,Pending
USR01169,2025-03-09,First-time,Filipino Expat,26-32,Mobile,Organic Search,Verified
USR01170,2024-12-24,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR01171,2024-11-22,First-time,Other,26-32,Mobile,Organic Search,Verified
USR01172,2025-03-30,Returning,Emirati,33-40,Mobile,Paid Social,Verified
USR01173,2024-10-06,Returning,Emirati,51+,Tablet,Direct,Verified
USR01174,2024-12-17,First-time,British Expat,26-32,Mobile,Organic Search,Verified
USR01175,2024-11-01,Returning,Emirati,41-50,Mobile,Email Campaign,Verified
USR01176,2024-12-22,First-time,Indian Expat,41-50,Mobile,Paid Social,Pending
USR01177,2025-03-01,First-time,Other,18-25,Desktop,Direct,Verified
USR01178,2025-02-04,Returning,Indian Expat,51+,Desktop,Organic Search,Verified
USR01179,2025-02-15,Returning,British Expat,26-32,Desktop,Organic Search,Verified
USR01180,2024-11-20,First-time,Indian Expat,41-50,Desktop,Email Campaign,Pending
USR01181,2025-03-28,Returning,Emirati,33-40,Mobile,Email Campaign,Verified
USR01182,2024-10-07,First-time,Saudi,41-50,Desktop,Organic Search,Pending
USR01183,2024-10-06,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR01184,2024-11-11,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Not Started
USR01185,2025-02-27,First-time,Emirati,33-40,Mobile,Organic Search,Pending
USR01186,2025-03-05,Returning,British Expat,33-40,Desktop,Organic Search,Verified
USR01187,2024-11-27,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR01188,2025-02-17,First-time,Other,33-40,Mobile,Referral,Verified
USR01189,2024-10-09,Returning,Filipino Expat,26-32,Mobile,Organic Search,Verified
USR01190,2024-12-23,First-time,Emirati,26-32,Desktop,Direct,Not Started
USR01191,2025-02-19,Returning,Indian Expat,18-25,Desktop,Direct,Verified
USR01192,2025-03-15,First-time,Indian Expat,33-40,Mobile,Email Campaign,Verified
USR01193,2024-10-23,First-time,British Expat,18-25,Mobile,Email Campaign,Not Started
USR01194,2024-12-22,First-time,Indian Expat,33-40,Mobile,Referral,Verified
USR01195,2024-12-27,Returning,Emirati,26-32,Mobile,Referral,Pending
USR01196,2024-10-23,First-time,British Expat,33-40,Mobile,Paid Social,Verified
USR01197,2025-03-20,First-time,Emirati,26-32,Mobile,App Store,Pending
USR01198,2025-03-22,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR01199,2024-10-13,First-time,Indian Expat,26-32,Mobile,Referral,Pending
USR01200,2025-03-28,First-time,Other,33-40,Tablet,Organic Search,Pending
USR01201,2024-12-07,First-time,Emirati,33-40,Mobile,App Store,Verified
USR01202,2024-12-24,Returning,Saudi,41-50,Mobile,Paid Social,Verified
USR01203,2025-01-10,First-time,Indian Expat,33-40,Mobile,Organic Search,Pending
USR01204,2025-03-16,First-time,Saudi,26-32,Desktop,Paid Social,Pending
USR01205,2025-01-02,First-time,British Expat,26-32,Mobile,Referral,Verified
USR01206,2024-10-08,Returning,British Expat,26-32,Mobile,App Store,Verified
USR01207,2024-11-07,First-time,Filipino Expat,33-40,Mobile,Email Campaign,Verified
USR01208,2025-03-17,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01209,2024-12-13,First-time,Saudi,26-32,Tablet,Organic Search,Not Started
USR01210,2025-01-24,First-time,Other,18-25,Desktop,Organic Search,Verified
USR01211,2025-02-04,First-time,Emirati,41-50,Mobile,Referral,Verified
USR01212,2025-01-30,Returning,Saudi,26-32,Mobile,Organic Search,Verified
USR01213,2025-01-05,First-time,Pakistani Expat,26-32,Mobile,Email Campaign,Not Started
USR01214,2025-03-14,First-time,Pakistani Expat,18-25,Mobile,Paid Social,Verified
USR01215,2025-03-04,Returning,Pakistani Expat,41-50,Desktop,Paid Social,Verified
USR01216,2024-12-11,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR01217,2025-02-10,First-time,Filipino Expat,26-32,Desktop,Referral,Verified
USR01218,2024-10-23,First-time,Filipino Expat,51+,Desktop,Email Campaign,Verified
USR01219,2024-12-06,Returning,Indian Expat,26-32,Mobile,App Store,Verified
USR01220,2024-10-25,First-time,Saudi,41-50,Mobile,Paid Social,Verified
USR01221,2025-01-18,First-time,Emirati,33-40,Mobile,Direct,Not Started
USR01222,2024-12-05,First-time,Pakistani Expat,33-40,Mobile,Direct,Pending
USR01223,2025-01-13,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR01224,2025-03-05,Returning,Saudi,18-25,Mobile,Paid Social,Verified
USR01225,2025-02-27,First-time,Indian Expat,18-25,Mobile,Organic Search,Pending
USR01226,2024-10-18,First-time,British Expat,33-40,Mobile,Paid Social,Not Started
USR01227,2025-03-05,Returning,Saudi,33-40,Mobile,Direct,Verified
USR01228,2024-12-20,First-time,Indian Expat,18-25,Mobile,Referral,Verified
USR01229,2024-12-17,First-time,Pakistani Expat,18-25,Mobile,Referral,Pending
USR01230,2025-03-20,First-time,Indian Expat,33-40,Desktop,Paid Social,Pending
USR01231,2024-12-26,Returning,Indian Expat,18-25,Mobile,Referral,Pending
USR01232,2024-12-03,First-time,Indian Expat,33-40,Mobile,Paid Social,Pending
USR01233,2024-10-16,Returning,Indian Expat,18-25,Desktop,Organic Search,Verified
USR01234,2024-11-02,First-time,Emirati,51+,Tablet,Organic Search,Verified
USR01235,2024-11-19,Returning,Indian Expat,51+,Mobile,Organic Search,Verified
USR01236,2025-03-21,First-time,Indian Expat,26-32,Desktop,Paid Social,Pending
USR01237,2024-10-08,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR01238,2025-01-17,First-time,Pakistani Expat,51+,Desktop,Paid Social,Verified
USR01239,2024-10-20,First-time,Indian Expat,26-32,Mobile,Referral,Not Started
USR01240,2025-01-26,First-time,Indian Expat,33-40,Mobile,Paid Social,Verified
USR01241,2024-11-17,First-time,Emirati,33-40,Mobile,Organic Search,Not Started
USR01242,2024-10-28,First-time,Emirati,26-32,Mobile,Organic Search,Verified
USR01243,2024-11-03,Returning,Other,18-25,Mobile,App Store,Verified
USR01244,2024-11-24,First-time,Emirati,26-32,Mobile,Direct,Verified
USR01245,2024-11-01,First-time,Pakistani Expat,33-40,Desktop,Paid Social,Pending
USR01246,2024-10-26,First-time,Saudi,41-50,Tablet,App Store,Verified
USR01247,2025-03-10,Returning,British Expat,33-40,Desktop,Paid Social,Verified
USR01248,2024-10-08,First-time,Filipino Expat,26-32,Mobile,Organic Search,Not Started
USR01249,2024-10-17,Returning,Saudi,26-32,Mobile,Organic Search,Pending
USR01250,2025-01-19,First-time,Filipino Expat,41-50,Desktop,Referral,Not Started
USR01251,2025-02-14,Returning,Pakistani Expat,26-32,Mobile,Paid Social,Not Started
USR01252,2025-02-15,First-time,Indian Expat,51+,Mobile,Paid Social,Pending
USR01253,2025-03-12,First-time,Other,41-50,Mobile,Organic Search,Pending
USR01254,2024-11-10,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR01255,2024-12-17,First-time,Saudi,26-32,Mobile,Direct,Verified
USR01256,2025-01-04,First-time,Indian Expat,33-40,Desktop,Organic Search,Verified
USR01257,2025-03-26,First-time,Saudi,41-50,Mobile,Email Campaign,Not Started
USR01258,2024-10-17,First-time,Emirati,26-32,Tablet,Paid Social,Pending
USR01259,2025-01-04,Returning,Other,18-25,Mobile,Organic Search,Verified
USR01260,2024-11-20,First-time,Indian Expat,41-50,Desktop,Email Campaign,Verified
USR01261,2024-10-30,First-time,British Expat,33-40,Desktop,Organic Search,Verified
USR01262,2025-01-15,Returning,Saudi,26-32,Tablet,Paid Social,Verified
USR01263,2024-10-10,First-time,Emirati,51+,Mobile,Direct,Verified
USR01264,2025-03-11,First-time,Indian Expat,26-32,Mobile,Referral,Verified
USR01265,2024-12-07,First-time,Emirati,26-32,Desktop,Direct,Pending
USR01266,2025-02-08,Returning,Indian Expat,18-25,Desktop,Paid Social,Verified
USR01267,2025-01-06,Returning,Emirati,18-25,Mobile,Paid Social,Verified
USR01268,2025-02-23,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR01269,2024-12-13,First-time,British Expat,51+,Mobile,Organic Search,Pending
USR01270,2024-12-22,First-time,Saudi,51+,Mobile,Paid Social,Pending
USR01271,2025-02-06,First-time,Indian Expat,51+,Mobile,Organic Search,Verified
USR01272,2024-11-13,First-time,Emirati,41-50,Mobile,Organic Search,Verified
USR01273,2024-11-11,Returning,Emirati,33-40,Mobile,Referral,Not Started
USR01274,2024-12-15,First-time,British Expat,18-25,Tablet,Direct,Not Started
USR01275,2024-11-21,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR01276,2024-11-05,First-time,Saudi,26-32,Mobile,Referral,Pending
USR01277,2025-01-23,First-time,Emirati,18-25,Desktop,Paid Social,Pending
USR01278,2025-03-16,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Pending
USR01279,2024-11-17,Returning,Indian Expat,18-25,Mobile,Organic Search,Verified
USR01280,2024-11-22,Returning,British Expat,33-40,Mobile,Organic Search,Verified
USR01281,2024-12-16,First-time,British Expat,33-40,Mobile,Direct,Not Started
USR01282,2025-01-21,First-time,Indian Expat,33-40,Desktop,Paid Social,Pending
